Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY,Only at Pratt,Held at other library
i10838314,"Englewood Cliffs, N.J., Prentice-Hall [1966]",327.73 A513P,3,,  -  -    ,,The United States and the Philippines [edited by Frank H. Golay],,,
i10838739,"New York, McGraw-Hill [1965]",370.15 B518,7,,  -  -    ,,Psychology of learning and teaching [by] Harold W. Bernard.,,,
i10838867,"Homewood, Ill. : Dow Jones-Irwin, 1976.",332.024 S955,2,,  -  -    ,870941194,How to turn your money into more money quickly and safely / Marcia L. Stigum.,X,,
i10839100,"Glencoe, Ill., Free Press [1955]",364.36 C678,4,1,  -  -    ,,Delinquent boys; the culture of the gang.,,,
i10839112,"Monticello, Ill. : Council of Planning Librarians, 1976.",016.711558 A428,4,,  -  -    ,$3.00,"An annotated bibliography on play environments : planning, design, and evaluation / compiled by Patricia R. Boyd Allen, Cherie Kluesing, and Lauri MacMillan ; with introduction by Robert W. Zolomij.",ONLY PRATT,,
i10839136,"Garden City, N.Y., Doubleday, 1962.",327.73 D737,20,,  -  -    ,,Democracy's manifesto.,,,
i10839732,"Garden City, N. Y., Doubleday [1958]",220.2 B533,0,,  -  -    ,,A treasury of Biblical quotations.,,,
i10839902,"New York, Boston, T. Y. Crowell & co. [1895]",331 A22H,1,,  -  -    ,,"Hull-House maps and papers, a presentation of nationalities and wages in a congested district of Chicago, together with comments and essays on problems growing out of the social conditions, by residents of Hull-House, a social settlement at 235 South Halsted street, Chicago, Ill.",,,
i10839914,"New York, Academic Press, 1964.",544 B462,2,,  -  -    ,,"Identification of materials via physical properties, chemical tests, and microscopy, by A.A. Benedetti-Pichler.",,,
i10840151,"New York] Pantheon Books [1972, c1971]",301.412 M681,2,,  -  -    ,0394473426 $5.95,Woman's estate.,X,,
i10840205,"London, Maclaren, 1967.",537.12 W167,4,,  -  -    ,0853340048 32/-,The theory of waveguides and cavities [by] R. A. Waldron.,X,,
i10840382,"New York, Collier Books [1963]",326 H483,0,,  -  -    ,,The impending crisis of the South: how to meet it.,,,
i10840394,"Garden City, N.Y. : Doubleday, [1976]",364.152 T477,2,,  -  -    ,,Blood and money / Thomas Thompson.,,,
i10840497,"New York, Humanities Press [1968]",370.193 S557,3,,  -  -    ,,The sociology of the school [by] M.D. Shipman.,,,
i10840692,"Baltimore, Johns Hopkins Press, 1965.",324.73 G479,3,,  -  -    ,,The right to vote: politics and the passage of the fifteenth amendment.,,,
i10840795,"London : Oxford University Press, 1976.",332.41 F597,1,,  -  -    ,0198770855 : L.3.25. 0198770863 pbk.,Inflation / by J. S. Flemming.,X,,
i10840801,"Oxford, The Clarendon Press, 1936.",312 C311W,1,,  -  -    ,,"World population, past growth and present trends, by A.M. Carr-Saunders.",,,
i10841064,"New York : Basic Books, c1977.",150.1952 F536,3,,  -  -    ,465073859,The scientific credibility of Freud's theories and therapy / Seymour Fisher & Roger P. Greenberg.,,,
i10841118,"Cincinnati : Signs of the Times Pub. Co., c1976.",667.3 k86,2,,  -  -    ,911380396,Textile screen printing / by Albert Kosloff.,,,
i10841155,"London, W. Heinemann; New York, Putnam, 1933-49.",186.1 S518,1,,  -  -    ,,"Sextus Empiricus, with an English translation by R.G. Bury.",,,
i10841167,"London, W. Heinemann; New York, Putnam, 1933-49.",186.1 S518,1,,  -  -    ,,"Sextus Empiricus, with an English translation by R.G. Bury.",,,
i10841180,"Prague, Academia; New York, Academic Press, 1967.",512.89 R554,14,,  -  -    ,,Algebraic methods of mathematical logic. Translated by Michael Basch.,,,
i10841209,"London, Methuen, 1966.",193.2 K16zST,7,,  -  -    ,,The bounds of sense: an essay on Kant's 'Critique of pure reason' [by] P. F. Strawson.,,,
i10841301,"New York : Academic Press, 1976.",541.22 K47,1,,  -  -    ,124065600,"Molecular connectivity in chemistry and drug research / Lemont B. Kier, and Lowell H. Hall.",X,,
i10841350,"New York, Columbia Univ. Press, 1949.",155.284 S988,2,,  -  -    ,,Adolescent fantasy; an investigation of the picture-story method of personality study.,,,
i10841362,"New York, London, The Century co. [c1931]",137 S988,0,,  -  -    ,,"Diagnosing personality and conduct, by Percival M. Symonds ...",,,
i10841611,"New York, P.A. Struck, 1947.",686.209044 R367,1,,  -  -    ,,Grafika; modern design for advertising and printing.,X,,
i10841635,"New York, P.A. Struck, 1947.",686.209044 R367,3,1,  -  -    ,,Grafika; modern design for advertising and printing.,X,,
i10841817,"New York, Atherton Press 1962.",153.35 G885,10,,  -  -    ,,"Contemporary approaches to creative thinking; a symposium held at the University of Colorado. Edited by Howard E. Gruber, Glenn Terrell [and] Michael Wertheimer.",,,
i10841908,"New York, Philosophical Library [1948, c1948]",170 B386E,6,,  -  -    ,,The ethics of ambiguity; tr. from the French by Bernard Frechtman.,X,,
i10841957,"New York, Ronald Press Co. [1961]",155 V769,0,,  -  -    ,,Human psychological development [by] Elizabeth Lee Vincent [and] Phyllis C. Martin. Illustrated by William A. Osburn.,,,
i10842809,"London, English Universities Press [1965]",611 L656,27,,  -  -    ,,Anatomy.,,,
i10842822,"New York, A.M. Kelley, 1967.",331.89 A764,0,,  -  -    ,,"The General Strike, May 1926; its origin & history, prepared by R. Page Arnot.",,,
i10842937,"San Francisco : Jossey-Bass Publishers, 1976.",378.194 M651,0,,  -  -    ,875892981,"The future of student affairs : [a guide to student development for tomorrow's higher education] / Theodore K. Miller, Judith S. Prince.",X,,
i10843991,"New York : Praeger, c1967.",372.973 M822,2,,  -  -    ,,Realities of the urban classroom : observations in elementary schools / G. Alexander Moore.,,,
i10844004,"New York : Praeger, c1967.",372.973 M822,6,,  -  -    ,,Realities of the urban classroom : observations in elementary schools / G. Alexander Moore.,,,
i10844272,"Washington : Energy Research and Development Administration, Division of Solar Energy : for sale by the Supt. of Docs., U.S. Govt. Print. Off., 1976.",697.78 S995,10,,  -  -    ,pbk. : $2.35 (v.1) : $1.25 (v.2) : $1.90 (v.3),"Project data summaries : National Program for Solar Heating and Cooling of Buildings / prepared by Systems Consultants, Inc.",ONLY PRATT,,
i10844284,"Washington : Energy Research and Development Administration, Division of Solar Energy : for sale by the Supt. of Docs., U.S. Govt. Print. Off., 1976.",697.78 S995,5,,  -  -    ,pbk. : $2.35 (v.1) : $1.25 (v.2) : $1.90 (v.3),"Project data summaries : National Program for Solar Heating and Cooling of Buildings / prepared by Systems Consultants, Inc.",ONLY PRATT,,
i10844685,"New York : Funk & Wagnalls, c1972.",001.6403 S347,5,,  -  -    ,$6.95,"Computer glossary for students and teachers / by Larry C. Schmalz, Charles J. Sippl.",,,
i10845069,"Aurora, Ill. : Social Science and Sociological Resources, c1977.",305.8 A512,1,,  -  -    ,,"American ethnic revival : group pluralism entering America's third century / Jack Kinton, editor.",X,,
i10845252,"New York : Simon and Schuster, 1970, c1969.",382.453583 T371,0,,  -  -    ,,The war business : the international trade in armaments / by George Thayer.,,,
i10845410,"Washington, U.S. Govt. Print. Off., 1950.",548.83 U58,0,,  -  -    ,,Tables for conversion of X-ray diffraction angles to interplanar spacing.,,,
i10845422,"Stroudsburg, Pa. : Dowden, Hutchinson & Ross, c1976.",574.191 B225,0,,  -  -    ,879331453,Biological effects of microwaves / Stanislaw Baranski and Przemyslaw Czerski.,ONLY PRATT,,
i10845483,"San Francisco : Boyd & Fraser Pub. Co., 1977.",333.72 P512,1,,  -  -    ,878350551,American environmental history : the exploitation and conservation of natural resources / Joseph M. Petulla.,X,,
i10845501,"[New York, Random House, 1962-66]",109 H673,3,,  -  -    ,,"A History of philosophy. Etienne Gilson, general editor.",,,
i10845720,"New York, Basic Books [1972]",539 T243,1,,  -  -    ,0465050662 $7.50,The new physics [by] John G. Taylor.,X,,
i10845926,"London, Macmillan and co., limited, 1913.",195 C937,1,,  -  -    ,,"Philosophy of the practical: economic and ethic; tr. from the Italian of Benedetto Croce, by Douglas Anislie.",,,
i10845987,"Philadelphia : Lippincott, c1977.",365.45 K83,8,,  -  -    ,397011407,To be preserved forever / Lev Kopelev ; translated and edited by Anthony Austin ; published and translated under the auspices of Ardis.,X,,
i10846219,"New York : Random House, c1977.",070.5 C414,0,,  -  -    ,0394478770;9780394478777,At Random : the reminiscences of Bennett Cerf.,X,,
i10846323,"New York : McGraw-Hill, [1972]",691 W338C2,19,1,  -  -    ,70684715,Construction materials and processes / by Donald A. Watson.,,,
i1084644x,"Cambridge, Mass. : Ballinger Pub. Co., c1978.",346.043 A512,4,,  -  -    ,884107515,"Housing for all under law : New directions in housing, land use, and planning law : a report of the American Bar Association, Advisory Commission on Housing and Urban Growth / edited by Richard P. Fishman.",X,,
i10846487,"Urbana, Ill. : National Council of Teachers of English, c1976.",407 R434,2,,  -  -    ,0814106862 : $4.95,"Responses to sexism / Ouida H. Clapp, chair ; Lallie Coy, Nan Harty, Ruth Lysne, guest editors.",X,,
i10846529,"New York : Wiley, c1977.",681.76 R224,1,,  -  -    ,0471018910 (v. 1),Chemical reactor design for process plants / Howard F. Rase ; original ill. by James R. Holmes.,X,,
i10846530,"New York : Wiley, c1977.",681.76 R224,1,,  -  -    ,0471018910 (v. 1),Chemical reactor design for process plants / Howard F. Rase ; original ill. by James R. Holmes.,X,,
i10846852,"Washington : Bureau of Educational and Cultural Affairs, U.S. Dept. of State : for sale by the Supt. of Docs., U.S. Govt. Print. Off., 1976 [i.e. 1977]",327.73 E77,1,,  -  -    ,$6.20,"Inter-American beginnings of U.S. cultural diplomacy, 1936-1948 / by J. Manuel Espinosa.",,,
i10847017,"New York : Harcourt, Brace, c1957.",300 R825F,0,,  -  -    ,,"The fabric of society : an introduction to the social sciences / Ralph Ross, Ernest van den Haag ; under the general editorship of Earl Latham and Robert K. Merton.",X,,
i10847145,"New York : Harcourt Brace Jovanovich, c1977.",613.94 S883H,2,,  -  -    ,151712883,Passionate crusader : the life of Marie Stopes / Ruth Hall.,X,,
i10847303,"New York : Simon and Schuster, c1977.",320.973 C323,1,,  -  -    ,671228153,A government as good as its people / by Jimmy Carter.,X,,
i10848241,"Boston : Little, Brown, c1977.",301.24 P119,4,,  -  -    ,316687502,The people shapers / Vance Packard.,X,,
i10848393,"New York : Praeger, 1977.",309.2973 L665C3,96,,  -  -    ,0275236900 : $20.00. 0275857409 student ed. : $6.95,Community and regional planning : issues in public policy / Melvin R. Levin.,X,,
i10848587,"New York, Pitman Pub. Corp. [1957]",150.13 U83L,3,,  -  -    ,,Leadership in the twentieth century.,X,,
i10848605,New York [1954],093 K91C,2,,  -  -    ,,"The cradle of printing, from Mainz and Bamberg to Westminster and St. Albans; one hundred incunabula and manuscripts important for the development of early printing.",X,,
i10848691,"New Haven, Yale university press; London, H. Milford, Oxford university press, 1927.",301 S956S,1,,  -  -    ,,"The science of society, by William Graham Sumner ... and Albert Galloway Keller.",,,
i10848708,"New Haven, Yale university press; London, H. Milford, Oxford university press, 1927.",301 S956S,0,,  -  -    ,,"The science of society, by William Graham Sumner ... and Albert Galloway Keller.",,,
i10848733,"New Haven, Yale university press; London, H. Milford, Oxford university press, 1927.",301 S956S,0,,  -  -    ,,"The science of society, by William Graham Sumner ... and Albert Galloway Keller.",,,
i10848885,"New York : Oxford University Press, 1978.",301.412 B493,1,,  -  -    ,0195022807 : $14.95,"The remembered gate : origins of American feminism : the woman and the city, 1800-1860 / Barbara J. Berg.",X,,
i10848964,"Park Ridge, N.J. : Noyes Data Corp., 1977.",665.7 D431,6,,  -  -    ,0815506562 : $32.00,Energy from bioconversion of waste materials / Dorothy J. De Renzo.,X,,
i10849002,"New York : Simon and Schuster, c1977.",330.9172 H299,5,,  -  -    ,671225294,The vast majority : a journey to the world's poor / Michael Harrington.,X,,
i10849014,"New York : Wiley, c1977.",658.4032 E48,4,,  -  -    ,471238619,Activity networks : project planning and control by network models / Salah E. Elmaghraby.,X,,
i10849087,"London : Routledge & Paul ; New York : Humanities, 1966.",179.9 E95,3,,  -  -    ,,The definition of good / Alfred Ewing.,,,
i10849555,"New York, Prentice-Hall, 1951.",519.5 M689E,3,,  -  -    ,,Elements of statistics.,,,
i10849725,"New York : Academic Press, 1977.",662.6 F953,8,,  -  -    ,120564505,"Fuels from waste / edited by Larry L. Anderson, David A. Tillman.",X,,
i10849841,"Englewood Cliffs, N.J. : Prentice-Hall, c1977.",174.4 E84,0,,  -  -    ,0132905442. 0132905361 pbk.,The Ethics of corporate conduct.,X,,
i10849853,"New York : McGraw-Hill, c1978.",574.192 C973,5,,  -  -    ,70149275,Biochemistry : mechanisms of metabolism / Earlene Brown Cunningham.,X,,
i10849956,"Stroudsburg, Pa. : Dowden, Hutchinson & Ross, c1977.",309.2 P712,7,,  -  -    ,879332808,Planning development projects / edited by Dennis A. Rondinelli.,,,
i10850429,"Detroit, Singing Tree Press, 1968.",016.769 B572HU,0,,  -  -    ,,"The Bewick collector; a descriptive catalogue of the works of Thomas and John Bewick. London, L. Reeve, 1866.",ONLY PRATT,,
i10850818,"New York : Harcourt Brace Jovanovich, c1977.",370.15 C937E3,6,,  -  -    ,155208837,Educational psychology / Lee J. Cronbach ; under the general editorship of Ernest R. Hilgard.,,,
i10851215,"Corvallis, Or. : Oregon State University Press, 1965.",378.082 J79,0,,  -  -    ,,"Higher education for all? : proceedings of the Twenty-seventh Annual Pacific Northwest Conference on Higher Education, at the University of Oregon, Eugene, Oregon, April 1-3, 1965 / edited by William C. Jones.",,,
i10851227,"Cambridge, Mass., Harvard University Press, 1945.",340.1 K29G,2,,  -  -    ,,General theory of law and state. Translated by Anders Wedberg.,,,
i10851392,"New York, Harcourt, Brace and company [c1937]",572 B296,10,,  -  -    ,,Race; a study in modern superstition [by] Jacques Barzun.,,,
i10851422,"New York : Henry Holt, 1882.",192 B162,0,,  -  -    ,,John Stuart Mill : a criticism with personal recollections / by Alexander Bain.,,,
i10851501,[New York] Pantheon Books [1954]-,108 E65M,1,,  -  -    ,,Eranos Jahrbuch.;Papers from the Eranos yearbooks.,,,
i10851641,"New York, Macmillan Co., 1948.",351 W585I,0,,  -  -    ,,Introduction to the study of public administration.,,,
i10851665,"London, Allen & Unwin [1962]",364.17 C886,1,,  -  -    ,,The banned books of England and other countries; a study of the conception of literary obscenity.,,,
i10852645,"London, Trubner & Co., 1884.",420.5 W953,,,  -  -    ,,Anglo-Saxon and Old English vocabularies by Thomas Wright ...,,,
i10852657,"London, Trubner & Co., 1884.",420.5 W953,,,  -  -    ,,Anglo-Saxon and Old English vocabularies by Thomas Wright ...,,,
i10852736,"New York, Dodd, Mead & company, 1933.",363 F495,0,,  -  -    ,,"Tammany at bay, by James E. Finegan. Facts, reminders and suggestions for fighters against waste, inefficiency and corruption in American cities.",,,
i10853042,"New York, Harper [1954]",351.74 O98I,1,,  -  -    ,,I protest.,,,
i1085311x,"London, K. Paul, Trench, Trubner & co., ltd.; New York, A. A. Knopf, 1929.",573.3 R394L,9,,  -  -    ,,"Life and work in prehistoric times, by G. Renard ... with 25 illustrations.",,,
i10853145,"St. Louis, The C. V. Mosby Company, 1946.",612 Z85T9,3,,  -  -    ,,"Textbook of physiology, by William D. Zoethout ... and W. W. Tuttle ...",,,
i10853248,"[Madison, 1963?]",338.9775 W811,0,,  -  -    ,,"A plan for Wisconsin, stage 1: An analysis of future prospects and needs.",ONLY PRATT,,
i10853340,[Budapest] Officina [1938],391 P181H,10,2,  -  -    ,,Hungarian folk costumes; text: Gertrud de Palotay; designs: George Konecsni.,,,
i10853558,"Washington, The Smithsonian Institution, 1909.",516.2 S664S,2,,  -  -    ,,"Smithsonian mathematical tables. Hyperbolic functions, prepared by George F. Becker and C. E. Van Orstrand.",,,
i1085373x,"Edinburgh, [etc.] Oliver and Boyd, 1953.",516 M132A2,1,,  -  -    ,,Analytical geometry of three dimensions. by William H. McCrea ... With 12 figures.,,,
i10853819,"New York : McGraw-Hill, c1978.",001.6424 L767,24,,  -  -    ,007037984X,Schaum's outline of theory and problems of programming with Fortran / by Seymour Lipschutz and Arthur Poe.,ONLY PRATT,,
