Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY,Only at Pratt,Held at other library
i10206929,"San Francisco, Jossey-Bass, 1970.",378.794 S658,0,,  -  -    ,87589075X,"By any means necessary; [the revolutionary struggle at San Francisco State, [by] Robert Smith, Richard Axen [and] DeVere Pentony.",,,
i10207089,"New York, Basic Books [1970]",301.32 C443,2,,  -  -    ,465006612 $6.95,Beyond Malthus; population and power [by] Neil W. Chamberlain.,,,
i10207090,"New York, W. Morrow, 1971.",301.45 F312,3,,  -  -    ,$8.95,Once a slave; the slave's view of slavery. Introd. by Thomas P. Govan.,,,
i10207211,"Ann Arbor, University of Michigan Press [1970]",301.2 R825,8,,  -  -    ,0472087657 $7.50,"Obligation; a social theory, by Ralph Ross.",X,,
i10207247,"London, Clarendon, 1970.",230.2 W423,0,,  -  -    ,0198266235 50/-,The logic of divine love: a critical analysis of the soteriology of Peter Abailard [by] Richard E. Weingart.,X,,
i10207326,"Rome, Food and Agriculture Organization of the United Nations, 1969.",612.3 F686,2,,  -  -    ,,"Manual on food and nutrition policy, prepared with the assistance of B. F. Johnston and J. P. Greaves.",,,
i10207417,"Englewood Cliffs, N.J., Prentice-Hall [1970]",301.44 F932,1,,  -  -    ,0138156700 $8.95,Social character in a Mexican village; a sociopsychoanalytic study [by] Erich Fromm [and] Michael Maccoby.,X,,
i10207429,"[Hamden, Conn.] Archon Books, 1970 [c1939]",301.2996 B922,2,,  -  -    ,208009507 $4.25,"Anthropology and religion, by Peter Henry Buck (Te Rangi Hiroa).",,,
i10207557,"New York, Praeger Publishers [1970]",301.451 H314,2,,  -  -    ,,Black-Jewish relations in New York City [by] Louis Harris [and] Bert E. Swanson.,,,
i10207739,"New York, Africana Pub. Corp. [1970]",309.1689 K23,2,,  -  -    ,841900582 $12.50,Rhodesia: a human geography.,,,
i10207880,"East Lansing, Bureau of Business and Economic Research, Michigan State University, 1970.",658.87 G878,5,,  -  -    ,,"Department store merchandising in changing environments, by Louis H. Grossman.",,,
i10208112,"New York, Crowell [1970]",331.88 C512LO,2,,  -  -    ,0690753659 $6.95,So shall ye reap [by] Joan London and Henry Anderson.,X,,
i1020815x,"New York, Fairchild Publications [1970]",338.476 C657,0,,  -  -    ,,The men's clothing industry; colonial through modern times [by] Harry A. Cobrin.,,,
i10208331,"Dearborn, Mich., 1970.",668.3 S678,3,,  -  -    ,87263017X,"Adhesives in modern manufacturing [by] Douglas F. Weyher [and others] E. J. Bruno, editor.",,,
i10208458,[Columbus] Ohio State University Press [1970],323.40973 B516,1,,  -  -    ,814201423 $8.00,The politics of civil rights in the Truman administration [by] William C. Berman.,,,
i10208574,"London, Faber, 1970.",333.7 T455,1,1,  -  -    ,0571091458 65/-,London's green belt.,X,,
i1020863x,"New York, Grossman, 1970.",309.26 U72,3,,  -  -    ,15,Urban planning in transition. Edited by Ernest Erber.,,,
i10208768,"London, MacGibbon & Kee, 1970.",309.2942 S296,2,,  -  -    ,0261631705 55/-,The new town story; with a foreword by Lord Silkin.,ONLY PRATT,,
i1020877x,"New York, Knopf, 1970.",355.3 J96,1,,  -  -    ,0394436172 $6.95,Military men [by] Ward Just.,X,,
i10208811,"New York, Ahrens Pub. Co. [1970]",658.91 W833,6,,  -  -    ,8.5,Practical hotel-motel cost reduction handbook [by] Herbert K. Witzky.,,,
i10208823,"Englewood Cliffs, N.J., Prentice-Hall [1970]",300.18 F855,2,,  -  -    ,138180962,Social research and social policy [by] Howard E. Freeman [and] Clarence C. Sherwood.,,,
i10208859,Washington [1968],388.3 A939,0,,  -  -    ,,Urban transit development in twenty major cities.,X,,
i10209074,"Westport, Conn., Negro Universities Press [1970]",301.451 W426,3,,  -  -    ,837150930,Bittersweet encounter; the Afro-American and the American Jew [by] Robert G. Weisbord and Arthur Stein. Foreword by C. Eric Lincoln.,,,
i10209128,"Bombay, Vora [1969]",330.954 D441,5,2,  -  -    ,15,"Economic history of India under the British, 1757-1947, by T. B. Desai.",,,
i10209554,"New York, Appleton-Century-Crofts [1970]",155.2 F536,3,,  -  -    ,390314501,Body experience in fantasy and behavior.,X,,
i10209761,"[Washington, May be purchased from Publications Division, American Council on Education, 1970]",378.73 S741,0,,  -  -    ,,"Campus tensions: analysis and recommendations; report. Sol M. Linowitz, chairman.",,,
i10209773,"Reading, Mass., Addison-Wesley Pub. Co. [1970]",301.36 M624,6,,  -  -    ,,Man and his urban environment: a sociological approach [by] William H. [i.e. M.] Michelson.,,,
i10209815,"Metuchen, N.J., Scarecrow Press, 1971.",016.7 B548G2,0,1,  -  -    ,810803437,A guide to color reproductions.,,,
i10209827,Ithaca [N.Y.] Cornell University Press [1970],329.944 S592,4,,  -  -    ,0801405408 9.75,"French Socialists in search of a role, 1956-1967 [by] Harvey G. Simmons.",X,,
i10209979,"New York, Holt, Rinehart and Winston [1969]",301.185 K27,4,2,  -  -    ,30803616,"The vice lords, warriors of the streets, by R. Lincoln Keiser.",,,
i10209980,"New York, Random House [1970]",320.96 C325,0,,  -  -    ,$7.50 (v. 1); $10.00 (v. 2),"The Africa reader, edited and with introd. by Wilfred Cartey and Martin Kilson.",,,
i10209992,"New York, Random House [1970]",320.96 C325,0,,  -  -    ,$7.50 (v. 1); $10.00 (v. 2),"The Africa reader, edited and with introd. by Wilfred Cartey and Martin Kilson.",,,
i10210088,"Reading, Mass., Addison-Wesley Pub. Co. [1970]",519.54 A311,0,,  -  -    ,,Choice against chance; an introduction to statistical decision theory.,X,,
i1021009x,"Chicago, Swallow Press [1970]",343.43 D357,8,,  -  -    ,$7.50,"Contempt; transcript of the contempt citations, sentences, and responses of the Chicago conspiracy 10. Foreword by Ramsey Clark. Introd. by Harry Kalven, Jr. Including on-the-scene sketches by Bill Jones, John Downs [and] James Yep.",,,
i10210209,"New York, Appleton-Century-Crofts [1970]",152.5 R968,1,1,  -  -    ,390766437,Milestones in motivation; contributions to the psychology of drive and purpose. Edited by Wallace A. Russell.,,,
i10210210,"New York, Appleton-Century-Crofts [1971]",301.36 A548I,3,,  -  -    ,390031011,The industrial urban community; historical and comparative perspectives.,X,,
i10210246,"Chicago, Published for Association of American Geographers by Rand McNally [1970]",301.364 H313,0,,  -  -    ,,"Cities of the Soviet Union; studies in their functions, size, density, and growth [by] Chauncy D. Harris.",,,
i10210258,"Carbondale, Southern Illinois University Press, [1971]",378.01 H813,0,,  -  -    ,0809304457 $8.95,"Challenge and perspective in higher education, by Francis H. Horn. With a foreword by Delyte W. Morris.",X,,
i10210404,"New Haven, Conn., College & University Press [1970]",378.1981 D668,5,,  -  -    ,$9.00,"The Domesticated drug; drinking among collegians. George L. Maddox, editor.",,,
i10210593,"New York, Academic Press, 1971.",541.224 S216,3,,  -  -    ,126180504,Chemical bonds and bond energy [by] R. T. Sanderson.,,,
i10210714,"New York, Bantam Books [1970]",070.50973 P484,1,,  -  -    ,,The Bantam story; twenty-five years of paperback publishing.,ONLY PRATT,,
i10210933,"New York, Pantheon Books [1970]",309.151 M998C,2,,  -  -    ,0394419278 $5.95,China: the revolution continued [by] Jan Myrdal and Gun Kessle. Translated from the rev. Swedish ed. by Paul Britten Austin.,X,,
i10210969,"Oxford, Clarendon P., 1970.",149.94 M965,2,,  -  -    ,50/-,"A critique of linguistic philosophy, by C. W. K. Mundle.",,,
i10210970,"New York, Harper & Row [1970]",347.9973 B583,1,,  -  -    ,$1.95,The Supreme Court and the idea of progress [by] Alexander M. Bickel.,,,
i10211135,"New York, G. Braziller [1969]",121 E12,4,,  -  -    ,$6.00,"Bertrand Russell's theory of knowledge, by Elizabeth R. Eames.",,,
i10211251,"Notre Dame, University of Notre Dame Press [1970]",382.918 M342,2,,  -  -    ,$9.95,"A Latin American economic community; history, policies, and problems.",X,,
i10211275,"Chicago, American Technical Society [1971]",604.2 G429,30,,  -  -    ,,Drafting technology [by] J. W. Giachino [and] Henry J. Beukema.,,,
i10211445,"Washington, Public Affairs Press [1970]",664.3 R558,1,,  -  -    ,$6.00,"The story of margarine, by S. F. Riepma.",,,
i10211573,"Columbia, Univ. of Missouri Press [1970]",301.34 C332,3,,  -  -    ,0826200974 $7.50,"Community development as a process. Lee J. Cary, editor.",ONLY PRATT,,
i10211615,"Oxford, New York, Pergamon Press [1971-",621.312 C397,8,,  -  -    ,80164366,Modern power station practice.,ONLY PRATT,,
i10211676,"New York, Dial Press, 1971.",301.6 F911,1,,  -  -    ,$5.95,The wise minority.,,,
i10211895,"New York, Praeger Publishers [1970]",301.54 A161,3,,  -  -    ,,Home ownership for the poor; a program for Philadelphia. With the assistance of Robert Kolodny.,,,
i10211901,"Westport, Conn., Avi Pub. Co., 1971.",664 C482,1,,  -  -    ,870550942,"The fundamentals of food engineering, by Stanley E. Charm.",,,
i10211913,[Columbus] Ohio State University Press [1971],301.2951 M164,0,,  -  -    ,081420144X $10.00,"The heathen Chinee; a study of American attitudes toward China, 1890-1905.",X,,
i10211925,"New York, Wiley [1971]",614.791 L856,2,1,  -  -    ,471544604,Sanitary techniques in food service [by] Karla Longree and Gertrude G. Blaker.,,,
i10212012,"New York, Harcourt Brace Jovanovich [1971]",572.3 K53,4,,  -  -    ,155054600,The biology of race [by] James C. King.,,,
i10212097,"Pacific Palisades, Calif., Goodyear Pub. Co. [1971]",301.183 G427,4,,  -  -    ,876200811,"Assessment of organizational effectiveness: issues, analysis, and readings.",X,,
i10212127,"London, New York, McGraw-Hill, 1970.",658.4 H919M,4,,  -  -    ,007094217X 75/-,Management by objectives in action. Editor: John W. Humble.,X,,
i10212176,"New York, St. Martin's Press [1971, c1970]",274.2 B39zB,1,,  -  -    ,$10.00,The world of Bede.,,,
i10212267,"Westport, Conn., Avi Pub. Co., 1970-73.",664 K89Q3,0,,  -  -    ,0870550721 (v. 1),"Quality control for the food industry, by Amihud Kramer and Bernard A. Twigg.",X,,
i10212474,"New York, Barnes & Noble [1970]",428.3 S534E2,1,,  -  -    ,0389002399(pbk) $2.25; ($2.50 Can),Errors in English and ways to correct them.,X,,
i1021253x,"New York, Harper & Row [1971]",309.173 B542,0,,  -  -    ,$12.50,An unsettled people; social order and disorder in American history [by] Rowland Berthoff.,,,
i10212541,"Homewood, Ill., R. D. Irwin, 1971.",658.85 P371S5,3,,  -  -    ,,Salesmanship: principles and methods [by] Carlton A. Pederson [and] Milburn D. Wright.,,,
i10212656,"New York, Grosset & Dunlap [1971]",641.13 K91,4,,  -  -    ,0448019825 $7.95,Calories and carbohydrates. Foreword by Edward B. Greenspan.,ONLY PRATT,,
i10212759,"New York, McCall Pub. Co. [1970]",353.84 L665,1,,  -  -    ,841500541,The satisficers.,X,,
i10212851,"New York, Atheneum, 1971.",378.1 M643,3,,  -  -    ,$7.95,The radical probe; the logic of student rebellion [by] Michael W. Miles.,,,
i10212899,"New York, B. Franklin [1970]",070.50973 K41,0,,  -  -    ,833719157,"History of the Government Printing Office (at Washington, D.C.); with a brief record of the public printing for a century, 1789-1881, by R. W. Kerr.",,,
i10213053,"New York, Basic Books [c1970]",327.73 S548,0,,  -  -    ,$6.95,"Racial influences on American foreign policy, edited by George W. Shepherd, Jr.",,,
i10213077,"New York, Citation Press, 1971.",331.89 C323,0,,  -  -    ,0590094807 $4.95,"Pickets, parents, and power; the story behind the New York City teachers' strike.",X,,
i10213314,"[Nedlands, W.A.] University of Western Australia Press, 1970.",301 M266,3,,  -  -    ,855640421,Man and his environment; edited by R. T. Appleyard.,,,
i10213326,"New York, Basic Books [1971]",301.1832 B645,1,,  -  -    ,0465082408 $15.00,The structure of organizations [by] Peter M. Blau [and] Richard A. Schoenherr.,X,,
i10213478,"Amsterdam, North-Holland Pub. Co., 1970.",541.28 W557,3,,  -  -    ,0444100040 (American Elsevier) fl 36.00,The chemical consequences of nuclear spin. [By] P. J. Wheatley.,X,,
i10213508,"New York, M. Evans; distributed in association with Lippincott, Philadelphia [1971]",333.72 G738,5,,  -  -    ,$8.95,Man's dominion; the story of conservation in America. Drawings by John Pimlott.,,,
i10213582,"Old Tappan, N.J., Revell [1971]",248.4 B877,4,,  -  -    ,0800704282 $5.95,The search eternal [by] Frank E. Brower.,X,,
i10213752,Atlanta [Southern Regional Council] 1969.,339.46 D898,0,,  -  -    ,0.75,"The will to survive; a study of a Mississippi plantation community, based on the words of its citizens. With an introd. by Charles H. Percy.",,,
i1021396x,"New York, Hawthorn Books [1971]",359.96 J45,2,,  -  -    ,$6.95,"See Parris and die; brutality in the U.S. Marines, by H. Paul Jeffers and Dick Levitan. Foreword by Mario A. Biaggi.",,,
i10213983,"New York, Academic Press [1971]",517.52 B583,2,,  -  -    ,120958503,Introduction to abstract mathematics [by] T. A. Bick.,,,
i10213995,"New York, Barnes & Noble [1970]",301.55 C843,1,,  -  -    ,389039861,"Science, industry, and society; studies in the sociology of science, by Stephen Cotgrove and Steven Box.",,,
i10214008,"Oxford, New York, Pergamon Press [1970]",531.38 L253T2,0,,  -  -    ,,"Theory of elasticity, by L. D. Landau and E. M. Lifshitz. Translated from the Russian by J. B. Sykes and W. H. Reid.",,,
i10214112,"Chicago, University of Chicago Press [1970]",398.2 P227,10,1,  -  -    ,226645711,Folktales of Mexico. Edited and translated by Americo Paredes. Foreword by Richard M. Dorson.,,,
i10214264,"Scranton, Chandler Pub. Co. [1971]",350 T737,1,,  -  -    ,810203901,Toward a new public administration; the Minnowbrook perspective. Edited by Frank Marini.,,,
i10214306,"New York, G. Braziller [1971]",341.57 F911,0,,  -  -    ,0807606022 $5.95,The future of the oceans [by] Wolfgang Friedmann.,X,,
i10214677,"New York, Viking Press [1971, c1970]",301.24 A318,1,,  -  -    ,0670111511 $6.95,"Alamogordo plus twenty-five years; the impact of atomic/energy on science, technology, and world politics. Edited by Richard S. Lewis and Jane Wilson, with Eugene Rabinowitch.",X,,
i1021494x,"New York, Norton [1971]",301.5 S359,0,,  -  -    ,0393086380 $7.95,"Autokind vs. mankind; an analysis of tyranny, a proposal for rebellion, a plan for reconstruction [by] Kenneth R. Schneider. Illustrated by Richard D. Hedman.",X,,
i10214987,"New York, Knopf, 1970.",378.198 H572,1,,  -  -    ,0394468430 $4.95,Letter to the alumni [by] John Hersey.,X,,
i10215049,"New York, W. W. Norton [1971]",309.173 S167,0,,  -  -    ,0393054373 $6.50,The many Americas shall be one [by] Harrison E. Salisbury.,X,,
i10215050,"Middletown, Conn., Wesleyan University Press [1971]",370.19 F965,0,,  -  -    ,0819540307 $5.95,Prudence Crandall; an incident of racism in nineteenth-century Connecticut.,X,,
i1021513x,"New York, Holt, Rinehart and Winston [1971]",378.73 T242,1,,  -  -    ,0030863619 $4.95,How to change colleges: notes on radical reform.,X,,
i10215190,"New York, Oxford University Press, 1971.",362.5 M698,4,,  -  -    ,0195013670 $8.50,"Poverty in New York, 1783-1825 [by] Raymond A. Mohl.",X,,
i10215207,"New York, Columbia University Press, 1971.",355.02 I26,1,,  -  -    ,0231086474 $2.95 (pbk.),Every war must end.,X,,
i10215219,"London, MacGibbon & Kee, 1970.",330 R896,7,,  -  -    ,0261632302 60/-,Three sacred cows of economics.,X,,
i10215438,"New York, Library Press, 1971 [c1970]",320.9 B452,0,,  -  -    ,0912050020 $8.95,"The intellectual in politics, and other essays.",X,,
i10215463,"Cambridge, Mass., Harvard University Press, 1971.",338.47621 H287,2,,  -  -    ,0674458303 $10.00,The international computer industry; innovation and comparative advantage [by] Alvin J. Harman.,X,,
i10215475,[Toronto] University of Toronto Press [1971],306.8 S342,2,,  -  -    ,0802017495 $7.50,The Jewish family; a survey and annotated bibliography. Editorial consultant: Florence Strakhovsky.,X,,
i10215505,"New York, McGraw-Hill [1971]",614.7 I42,10,,  -  -    ,70390959,Industrial pollution control handbook. Edited by Herbert F. Lund.,,,
i10215530,"New York, Harcourt Brace Jovanovich [1971]",301.36 W215,1,,  -  -    ,151171602,The chickenbone special [by] Dwayne E. Walls.,,,
i10215682,"Englewood Cliffs, N.J., Prentice-Hall [1971]",547 B329,1,,  -  -    ,,Research techniques in organic chemistry [by] Robert B. Bates [and] John P. Schaefer.,,,
i10215712,"New York, Fordham University Press, 1971.",301.55 S596,1,,  -  -    ,0823209156 $7.50,"Work, society, and culture. Edited by Vukan Kuic.",X,,
i10215931,"Sydney, New York, J. Wiley & Sons Australasia [1971]",530.8 C542,2,,  -  -    ,471155888,SI units [by] B. Chiswell and E. C. M. Grigg.,,,
