Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY,Only at Pratt,Held at other library
i10228640,"New York, Macmillan [1967]",338.7 W238,0,,  -  -    ,,"The business system; readings in ideas and concepts. Clarence Walton and Richard Eells, editors.",,,
i10228688,"Reading, Mass., Addison-Wesley Pub. Co. [1962]",310.21 O96,0,,  -  -    ,,Handbook of statistical tables.,,,
i1022869x,"New York, The Macmillan Company, 1925.",311 T547F,0,,  -  -    ,,"The fundamentals of statistics, by L. L. Thurstone ...",,,
i10228706,"Chicago, Aldine Pub. Co. [1968]",300.18 B924,3,,  -  -    ,,Modern systems research for the behavioral scientist; a sourcebook. Edited by Walter Buckley. Foreword by Anatol Rapoport.,,,
i10228822,"Garden City, N.Y., Doubleday 1965.",317.3 W346,15,,  -  -    ,,"This U.S.A.; an unexpected family portrait of 194,067,296 Americans drawn from the census [by] Ben J. Wattenberg in collaboration with Richard M. Scammon.",,,
i10228846,"Boston, Houghton Mifflin [1966]",300.712 O48,1,,  -  -    ,,Teaching public issues in the high school [by] Donald W. Oliver [and] James P. Shaver.,,,
i10229000,"New York, London, McGraw-Hill Book Company, Inc., 1938.",311 C956I,0,,  -  -    ,,"Introduction to economic statistics, by William Leonard Crum ... Alson Currie Patton ... and Arthur Rothwell Tebbutt ...",,,
i10229048,"New York, McGraw-Hill [1965]",311.2 G956,3,,  -  -    ,,Fundamental statistics in psychology and education [by] J. P. Guilford.,,,
i1022905x,"Bloomington, Indiana University Press, [1962, c1959]",409 P371,2,,  -  -    ,,The discovery of language; linguistic science in the nineteenth century. Translated by John Webster Spargo.,,,
i10229139,"New York, Praeger Publishers [1971]",309.23 N277,0,,  -  -    ,$8.95,"Counterbudget; a blueprint for changing national priorities, 1971-1976. Robert S. Benson and Harold Wolman, editors. Foreword by Sol M. Linowitz.",,,
i10229152,"New York, Prentice-Hall, 1948.",330.156 D578,1,,  -  -    ,,The economics of John Maynard Keynes; the theory of a monetary economy.,,,
i10229164,"New York, Random House [1965]",330.1 G748E,0,1,  -  -    ,,Economic liberalism [by] William D. Grampp.,,,
i10229176,"New York, Random House [1965]",330.1 G748E,0,1,  -  -    ,,Economic liberalism [by] William D. Grampp.,,,
i10229188,"New York, McGraw-Hill, 1960.",330.109 T244H,5,2,  -  -    ,,A history of economic thought; social ideals and economic theories from Quesnay to Keynes.,X,,
i1022919x,"New York, McGraw-Hill, 1958.",330.182 D695,2,,  -  -    ,,"Linear programming and economic analysis [by] Robert Dorfman, Paul A. Samuelson [and] Robert M. Solow.",,,
i10229206,"New York, A. M. Kelley, 1967.",330 I54,0,,  -  -    ,,A history of political economy.,,,
i1022922x,"New York, Oxford University Press, 1951.",330.1 S394,7,,  -  -    ,,"Ten great economists, from Marx to Keynes.",,,
i10229231,"Englewood Cliffs, N.J., Prentice-Hall, 1956.",330.1 R749H3,3,,  -  -    ,,A history of economic thought.,,,
i10229243,"New York, Random House [1966]",330.156 L536,2,,  -  -    ,,The age of Keynes.,,,
i10229255,"New York, McGraw-Hill, 1953.",330.156 K44H,1,,  -  -    ,,A guide to Keynes.,,,
i10229371,"New York, Harper [1957]",404 A618L,0,,  -  -    ,,Language: an enquiry into its meaning and function.,,,
i10229383,"Chicago, Aldine Pub. Co. [1962]",330.1 R663,1,,  -  -    ,,Economic philosophy.,,,
i10229395,"Englewood Cliffs, N.J., Prentice-Hall [1968]",128 S525,4,,  -  -    ,,Philosophy of mind [by] Jerome A. Shaffer.,,,
i10229401,"New York, St. Martin's Press [1964]",330.156 K44L,1,,  -  -    ,,Keynes' General theory; reports of three decades.,,,
i10229413,[New York] Free Press of Glencoe [1962],330.109 S465,3,,  -  -    ,,Main currents in modern economics; economic thought since 1870.,,,
i10229437,"New York, A. M. Kelley, 1965.",330.156 H316,3,,  -  -    ,,"The new economics; Keynes' influence on theory and public policy, edited with introductions by Seymour E. Harris.",,,
i10229449,"New York, Macmillan Co., 1947.",330.156 K64,3,,  -  -    ,,The Keynesian revolution.,,,
i10229450,"Boston, Houghton Mifflin, 1958.",330.973 G148A,0,,  -  -    ,,The affluent society.,,,
i10229498,Norton [c1962],330.1 R839,1,1,  -  -    ,,The process of economic growth.,,,
i10229504,Crowell [1963],330.08 V395,0,,  -  -    ,,Thorstein Veblen.,,,
i10229516,"Durham, N.C., Published for Duke University Commonwealth-Studies Center [by] Duke University Press, 1966.",330.994 G656,2,,  -  -    ,,Economic enquiry in Australia [by] Craufurd D.W. Goodwin.,,,
i10229528,"[Glenview, Ill.] Scott, Foresman [1966]",330.109 F993,1,,  -  -    ,,The age of the economist [by] Daniel R. Fusfeld.,,,
i10229553,"London, New York, Macmillan for the Royal Economic Society, 1961.",330 M361,0,,  -  -    ,,Principles of economics.,,,
i10229619,"New York, Dial Press, 1968.",327.73 R557,18,,  -  -    ,7.5,The American empire.,,,
i10229656,"London, New York [etc.] Interscience Publishers, 1968.",541.3 H646,0,,  -  -    ,470396105,"Physical methods in advanced inorganic chemistry, edited by H. A. O. Hill [and] P. Day.",,,
i10229784,"New York, Random House [1966]",327.73 S857,3,,  -  -    ,,"Power and impotence; the failure of America's foreign policy, by Edmund Stillman & William Pfaff.",,,
i10229814,"New York, Bookman Associates [1962]",330.156 M972,3,,  -  -    ,,What Keynes means; a critical clarification of the economic theories of John Maynard Keynes.,,,
i10229826,"New York, A.M. Kelley, 1951.",330 K69,1,,  -  -    ,,"The economic organization. With an article, Notes on cost and utility.",,,
i10229838,"New Haven, Yale University Press, 1958.",330.1 B645R,1,,  -  -    ,,Ricardian economics; a historical study.,,,
i10229851,"New York, Praeger [1967, c1966]",330.1 B838,4,,  -  -    ,,"Theories of economic development and growth, by Y. S. Brenner.",,,
i10229899,"Stanford, Calif., Stanford University Press, 1961.",330.1 A231,4,,  -  -    ,,Theories of economic growth and development.,,,
i10229942,"London, Macmillan; New York, St. Martin's Press, 1960 [i.e. 1961]",330.1 R662,1,,  -  -    ,,Exercises in economic analysis.,,,
i10230002,"New Haven, Yale University Press, 1963.",330 V945,0,,  -  -    ,,"Human action, a treatise on economics.",,,
i10230051,[Baton Rouge] Louisiana State University Press [1961],330.156 M132,3,,  -  -    ,,Keynesian economics in the stream of economic thought.,,,
i10230063,[Lexington] University of Kentucky Press [1966],330 E52zR,1,,  -  -    ,,The academic mind and reform; the influence of Richard T. Ely in American life [by] Benjamin G. Rader.,,,
i10230075,"New York, Harcourt, Brace & World [1963]",330.973 B514A,1,,  -  -    ,,The American economic republic.,X,,
i10230087,"Garden City, N.Y., Doubleday, 1962.",301.32 O81,2,,  -  -    ,,"Our crowded planet, essays on the pressures of population. Sponsored by the Conservation Foundation.",,,
i10230154,"New York, Columbia University Press, 1968.",191.9 S23B,1,,  -  -    ,$5.00,The birth of reason & other essays. Edited by Daniel Cory.,,,
i10230178,"[Englewood Cliffs, N.J., Prentice-Hall, 1968]",510.024 S182,5,1,  -  -    ,,Mathematics in architecture [by] Mario Salvadori.,,,
i10230208,"New York, Random House [1971]",262 G626,6,,  -  -    ,394463307,"Worldly goods; the wealth and power of the American Catholic Church, the Vatican, and the men who control the money.",X,,
i10230233,"New York, Scribner, 1953.",330.1 V394R,0,,  -  -    ,,"Thorstein Veblen, a critical interpretation.",,,
i10230269,"Boston, Beacon Press [1960]",301.32 S272,2,,  -  -    ,,Standing room only: the world's exploding population.,,,
i10230270,"New York, Harper & Row [1966]",330.1 B763E,6,,  -  -    ,,Economic analysis [by] Kenneth E. Boulding.,,,
i10230282,"New York, Harper & Row [1966]",330.1 B763E,1,,  -  -    ,,Economic analysis [by] Kenneth E. Boulding.,,,
i10230324,"New York, Monthly Review Press [c1957]",330.9 B225,1,,  -  -    ,,The political economy of growth.,,,
i10230336,"New York, Monthly Review Press [c1957]",330.9 B225,2,,  -  -    ,,The political economy of growth.,,,
i1023035x,"Westminster, Md., Newman Press, 1959.",189.4 T454zM,7,1,  -  -    ,,The sin of the angel; an essay on a re-interpretation of some Thomistic positions. Translated by William L. Rossner.,,,
i10230403,"Waltham, Mass., Blaisdell [1968]",517.6 K28N,1,,  -  -    ,,Numerical methods for two-point boundary-value problems [by] Herbert B. Keller.,,,
i10230440,"New York, Putnam [1970]",301.364 K89C,3,,  -  -    ,6.95,The city in American life; a historical anthology. Edited by Paul Kramer and Frederick L. Holborn.,,,
i10230452,[New York] New American Library [1968],323.4 W741,4,,  -  -    ,,The second civil war; arming for Armageddon.,,,
i10230518,"Cambridge, Harvard University Press, 1950.",330.153 K17,3,,  -  -    ,,The social costs of private enterprise.,,,
i10230531,"Englewood Cliffs, N.J., Prentice-Hall [1965]",658.54 B347,4,,  -  -    ,,Economic theory and operations analysis [by] William J. Baumol.,,,
i10230555,"New York, Scribner, 1955.",312 B329P,0,,  -  -    ,,The prevalence of people.,X,,
i10230567,"New Haven, Yale University Press; London, H. Milford, Oxford University Press, 1937.",330.15 A759F,1,,  -  -    ,,"The folklore of capitalism, by Thurman W. Arnold.",,,
i10230592,"New York, Knopf, 1961.",301.32 O68,1,,  -  -    ,,Population and world power [by] Katherine Organski and A. F. K. Organski.,,,
i10230610,"Cambridge, Harvard University Press, 1968.",312 S755,2,1,  -  -    ,$15.00,Introduction to demography.,,,
i10230683,"University, Ala., University of Alabama Press [1970]",301.63 M333,0,,  -  -    ,,"Generations: a historical method, by Julian Marias. Translated by Harold C. Raley.",,,
i10230713,"New York, Teachers College Press [1968]",573.2 A212,1,,  -  -    ,$7.50,The way to modern man; an introduction to human evolution [by] Fred T. Adams.,,,
i10230725,"New York, Norton [1964]",380.124 H249,0,,  -  -    ,,Business cycles and national income.,,,
i10230737,"New York, Wiley [1958]",312.072 B244,0,,  -  -    ,,Techniques of population analysis.,,,
i10230749,"Cambridge, Harvard University Press, 1958.",380.124 H114,0,,  -  -    ,,Prosperity and depression; a theoretical analysis of cyclical movements.,,,
i10230762,"Ithaca, N.Y., Cornell University Press [1958]",304 D745T,1,,  -  -    ,,Thorstein Veblen: a critical reappraisal; lectures and essays commemorating the hundredth anniversary of Veblen's birth.,X,,
i10230774,University of Washington Press [1963],301.32 H986,3,,  -  -    ,,The human crisis.,,,
i10230786,Clarendon Press [1959],330.1 H631R,0,,  -  -    ,,A revision of demand theory.,,,
i10230804,"Princeton, N.J., Van Nostrand [1960]",330.18 V943,0,,  -  -    ,,Epistemological problems of economics; translated by George Reisman.,,,
i10230841,"Garden City, N.Y., Doubleday, Doran and Company, inc., 1944.",341.1 B721U,0,,  -  -    ,,Unfinished business; introduction by Hugh Gibson.,,,
i10230889,"New York, International Universities Press [1967-",616.8917 G815,2,,  -  -    ,,The technique and practice of psychoanalysis [by] Ralph R. Greenson.,,,
i10231304,"Chapel Hill, University of North Carolina Press [1959]",338.54 F324,0,,  -  -    ,,"American business cycles, 1865-1897.",,,
i10231353,"A.M. Kelley, 1966, 1911.",330.162 A545,1,,  -  -    ,,"Social value; a study in economic theory, critical and constructive.",,,
i10231389,"Chicago, Quadrangle Books [1968]",301.32 S866,2,,  -  -    ,,Population and people [by] Edward G. Stockwell.,,,
i10231390,"New York, Hart Pub. Co. [1968, c1967]",289.9 S848,2,,  -  -    ,$5.95,The inside story of Jehovah's Witnesses [by] W. C. Stevenson.,,,
i1023147x,"New York, Macmillan [1967]",338.74 E26C,0,,  -  -    ,,The corporation and the arts [by] Richard Eells.,,,
i10231584,"Oxford, New York, Pergamon Press [1967]",541.224 R796,2,,  -  -    ,,"Molecular complexes, by J. Rose.",,,
i10231717,"Chicago, Aldine-Atherton [1971]",339.2 B869,0,,  -  -    ,202060373,Income distribution theory.,,,
i10231894,"Homewood, Ill., Dorsey Press, 1971.",301 A545,3,,  -  -    ,,Toward a new sociology; a critical view [by] Charles H. Anderson.,,,
i10231912,"Princeton, N.J., Princeton University Press, 1967.",301.32 W534,2,,  -  -    ,,"College women and fertility values, Charles F. Westoff and Raymond H. Potvin.",,,
i1023195x,"Oxford, Clarendon Press [1959]",516.7 W738,0,,  -  -    ,,An introduction to differential geometry.,,,
i10232096,"[New York] New York University Press, 1967.",330.162 N532,2,,  -  -    ,,"Human values and economic policy: [proceedings of] a symposium, edited by Sidney Hook.",,,
i10232114,"Oxford, Clarendon Press, 1950.",338.54 H631,1,,  -  -    ,,A contribution to the theory of the trade cycle.,,,
i10232126,"Chicago, Published for the Association by R. D. Irwin, 1952.",338.5 A512,1,,  -  -    ,,"Readings in price theory, selected by a committee of the American Economic Association.",,,
i10232138,"Englewood Cliffs, N.J., Prentice-Hall [1966]",301.32 Z49,3,,  -  -    ,,A prologue to population geography.,X,,
i10232175,"New York, Columbia University Press, 1968.",312.0967 A258,2,,  -  -    ,,The population of tropical Africa; [papers] Edited by John C. Caldwell and Chukuka Okonjo.,,,
i10232187,"Honolulu, University of Hawaii Press, 1967.",309.1969 L742,1,,  -  -    ,,Hawaii's people [by] Andrew W. Lind.,,,
i10232199,"New York, Wiley [1958]",312.9 S544O,0,,  -  -    ,,"The older population of the United States, by Henry D. Sheldon, with introductory and summary chapters by Clark Tibbitts, for the Social Science Research Council in cooperation with the U.S. Dept. of Commerce, Bureau of the Census.",,,
i10232205,"Boston, Houghton Mifflin, 1964.",301.32 D274,11,,  -  -    ,,Too many Americans [by] Lincoln H. Day and Alice Taylor Day.,,,
i10232230,Paris] UNESCO [1954],301.32 L872,1,,  -  -    ,,"Culture and human fertility; a study of the relation of cultural conditions to fertility in non-industrial and transitional societies, by Frank Lorimer. With special contributions by Meyer Fortes [and others.",X,,
i10232242,"London, Macmillan and Co., limited, 1926.",330.942 M367,1,,  -  -    ,,"Official papers, by Alfred Marshall ... Published for the Royal economic society.",,,
i10232291,"New York, Columbia University Press, 1966.",327 W256,0,,  -  -    ,,Spaceship earth [by] Barbara Ward.,,,
i10232308,"New York, Columbia University Press, 1966.",327 W256,1,,  -  -    ,,Spaceship earth [by] Barbara Ward.,,,
i10232692,"Waltham, Mass., Blaisdell Pub. Co. [1967]",373.236 P831,6,,  -  -    ,,The American middle school; an organizational analysis [by] Samuel H. Popper.,,,
i10232722,"New York, Praeger [1966, c1965]",338.9 B619,0,,  -  -    ,,"Planning and growth in rich and poor countries, edited by W. Birmingham and A.G. Ford. Foreword by R.L. Meek. [Contributors: Walter Birmingham and others]",,,
i10232758,"New York., J. Day Co. [1954]",338.91 B613S,2,,  -  -    ,,Shirt-sleeve diplomacy; point 4 in action.,,,
i1023276x,"Chicago, Aldine Pub. Co. [1967, c1966]",338.09172 M928,7,,  -  -    ,,Industrialization and under-developed countries [by] Alan B. Mountjoy.,,,
i10232771,"New York, Macmillan [1968]",371.33 E68Ad,3,,  -  -    ,,Administering instructional media programs [by] Carlton W. H. Erickson.,,,
i10232795,"New York, American Elsevier Publishing Company, Inc., 1970.",551 G562,4,,  -  -    ,340053232,"Global geophysics, by R. H. Tucker [and others].",,,
i10232898,"New Haven, Yale University Press, 1968.",330.904 L962,2,,  -  -    ,7.5,Instability and economic growth.,,,
i10232904,"New York, London, McGraw-Hill Book Company, inc. 1936.",338 B968,2,,  -  -    ,,"The decline of competition; a study of the evolution of American industry, by Arthur Robert Burns ...",,,
i10232941,"New Brunswick, N.J., Rutgers University Press, 1957.",333.72 C881C,2,,  -  -    ,,"Conservation, an American story of conflict and accomplishment.",,,
i10232953,"Cambridge, M.I.T. Press [1966]",309.22 T355,5,,  -  -    ,,Cultural frontiers of the Peace Corps [by] Lambros Comitas [and others] Edited by Robert B. Textor. Foreword by Margaret Mead.,,,
i10232965,"New York, Harper & Row [1964]",309.22 S561,0,,  -  -    ,,Point of the lance [by] Sargent Shriver.,,,
i10233040,"New York, Holt, Rinehart and Winston [1969]",327.43 B821,0,,  -  -    ,0030730406 5.95,A peace policy for Europe. Translated by Joel Carmichael.,X,,
i1023309x,"New York, Praeger [1967]",338.9173 T168,1,,  -  -    ,,"U.S. and U.S.S.R. aid to developing countries; a comparative study of India, Turkey, and the U.A.R.",X,,
i1023312x,"New York, Praeger [1967]",338.9147 G624,1,,  -  -    ,,Soviet foreign aid [by] Marshall I. Goldman.,,,
i10233131,"London, New York, Oxford University Press, 1965 [i.e. 1966]",330.904 S559,3,,  -  -    ,,Modern capitalism; the changing balance of public and private power.,,,
i10233143,"Chicago, Rand McNally [1963, c1962]",338.9173 G624,2,,  -  -    ,,"Why foreign aid? Two messages by President Kennedy, and essays by Edward C. Banfield [and others]",,,
i10233167,[Chicago] University of Chicago Press [1957],330.973 H425R,1,,  -  -    ,,"The response to industrialism, 1885-1914.",,,
i10233246,"New York, McGraw-Hill, 1959.",330.9 C647E,1,,  -  -    ,,The economic development of Western civilization.,,,
i10233258,"Chicago, Aldine Pub. Co. [1968]",338.91 M636,3,1,  -  -    ,,The economics of foreign aid [by] Raymond F. Mikesell.,,,
i1023326x,"New York, Published for the Council on Foreign Relations by Praeger [1962]",338.9173 M787,1,,  -  -    ,,The politics of foreign aid; American experience in Southeast Asia.,X,,
i10233271,"New York, Random House [1960]",338.91 S559,0,,  -  -    ,,The attack on world poverty.,,,
i10233313,"Englewood Cliffs, N.J., Prentice-Hall, 1962.",330.9 H466,4,,  -  -    ,,The making of economic society.,,,
i10233374,"University of Illinois Press, 1958.",338.7 P561L,27,,  -  -    ,,Little business in the American economy.,,,
i10233404,"New York, Simon and Schuster, 1940.",330.973 H118T,0,,  -  -    ,,"The triumph of American capitalism; the development of forces in American history to the end of the nineteenth century, by Louis M. Hacker.",,,
i10233416,"New York, Harper & Row [1966]",330.973 H466,5,,  -  -    ,,The limits of American capitalism [by] Robert L. Heilbroner.,,,
i10233453,"Ann Arbor, University of Michigan Press [1965]",378.1 W726,1,,  -  -    ,,"The administration of academic affairs in higher education, by Robert L. Williams.",,,
i10233465,"San Francisco, Jossey-Bass, 1968.",362.2 G853,1,1,  -  -    ,7.75,Mental health consultants: agents of community change [by] Charles R. Griffith [and] Lester M. Libo.,,,
i10233489,"San Francisco, Jossey-Bass, 1967.",153.4 C719C,3,,  -  -    ,,"Cognition, personality & clinical psychology; a symposium held at the University of Colorado. Edited by Richard Jessor & Seymour Feshbach.",,,
i10233490,"New York, McGraw-Hill, 1957.",330.973 H249A,0,,  -  -    ,,The American economy.,,,
i10233507,"Homewood, Ill., R. D. Irwin, 1965.",330.973 D262,0,,  -  -    ,,"American economic history; the development of a national economy [by] Lance E. Davis, Jonathan R. T. Hughes [and] Duncan M. McDougall.",,,
i10233520,"New York, Knopf, 1963.",338 S416,2,1,  -  -    ,,Scientific American.;Technology and economic development.,,,
i1023357x,Harper & Row [c1963],330.973 C443,2,,  -  -    ,,The enterprising Americans.,,,
i10233593,"New Haven, Yale university press; [etc., etc.] 1919.",330.973 H498,1,,  -  -    ,,"The age of big business; a chronicle of the captains of industry, by Burton J. Hendrick.",,,
i10233611,[New York] Free Press of Glencoe [c1963],338.973 K81,9,,  -  -    ,,"The triumph of conservatism; a re-interpretation of American history, 1900-1916.",,,
i10233647,"Glencoe, Ill., Free Press [1960]",333.7 F523M,0,,  -  -    ,,"Man, mind, and land; a theory of resource use.",,,
i10233659,Baltimore] Published for Resources for the Future by the Johns Hopkins Press [1964],338 C617,0,,  -  -    ,,Natural resources and international development; essays by D. Gale Johnson [and others.,,,
i10233660,"New York, Viking Press, 1957.",333.7 B878N,0,,  -  -    ,,"The next hundred years: man's natural and technological resources; a discussion prepared for leaders of American industry, by Harrison Brown, James Bonner [and] John Weir.",,,
i1023374x,"Baltimore, Published for Resources for the Future by Johns Hopkins Press [1964]",339.49 L263,1,,  -  -    ,,"Natural resources for U.S. growth; a look ahead to the year 2000, by Hans H. Landsberg.",,,
i10233751,"New York, Wiley [1967]",330.973 W431,4,,  -  -    ,,Case studies in American industry [by] Leonard W. Weiss.,,,
i10233763,"New York, Hill and Wang [1965]",309.22 E68,8,,  -  -    ,,"The Peace Corps, a pictorial history. Edited by Aaron J. Ezickson. Introd. by Sargent Shriver.",,,
i10233775,"Washington, Public Affairs Press [1958]",338.91 W655F,1,,  -  -    ,,"Foreign aid reexamined, a critical appraisal. Edited by James W. Wiggins and Helmut Schoeck. Papers by J. Fred Rippy [and others]",,,
i1023388x,"New York, McGraw-Hill [1964]",338.9173 R446,0,,  -  -    ,,"The critical decade, an economic policy for America and the free world.",,,
i10233891,"Argonaut, 1967 [1923]",320.938 H188,3,,  -  -    ,,The growth of the city state.,,,
i10233908,"New York, Philosophical Library [1965]",231 P785,2,,  -  -    ,,Of man and God.,,,
i1023391x,C.N. Potter [1963],338.973 T385,1,,  -  -    ,,Free men and free markets.,,,
i10233921,"New York, Macmillan [1966]",338.0973 W241,4,,  -  -    ,,American business and its environment [by] Scott D. Walton.,,,
i10233933,"New York, International Publishers [1964, c1963]",330.15 D632,8,,  -  -    ,,"Studies in the development of capitalism, by Maurice Dobb.",,,
i10233957,"Cambridge, Harvard University Press, 1957.",330.973 C663AM,2,,  -  -    ,,"The American business system; a historical perspective, 1900-1955.",,,
i10233969,"New York, Harcourt, Brace & World [1966]",330.9 W667,2,,  -  -    ,,Economies of the world today.,,,
i10233970,"New York, Viking Press [1967]",338.973 S722,1,,  -  -    ,,"Planning: U.S.A., by George Soule.",,,
i10233982,"Boston, Houghton Mifflin, 1960.",330.973 G148L,0,,  -  -    ,,The liberal hour.,,,
i10233994,"Baltimore, Published for Resources for the Future by the Johns Hopkins Press [1962]",330.9798 R726,15,,  -  -    ,,"The future of Alaska; economic consequences of statehood. A study sponsored by the Arctic Institute of North America and Resources for the Future, inc.",,,
i10234111,"New Haven, Yale University Press, 1960.",338.91 M998B,1,,  -  -    ,,Beyond the welfare state; economic planning and its international implications.,,,
i10234159,[Chicago] University of Chicago Press [1958],330.973 L652P,1,,  -  -    ,,"The perils of prosperity, 1914-32.",,,
i10234160,"Boston, Houghton Mifflin, 1964.",330.973 N897,3,,  -  -    ,,The mythmakers; an essay on power and wealth.,,,
i10234184,"New York, Pantheon Books [1963]",338.973 M998,8,,  -  -    ,,Challenge to affluence.,,,
i10234214,"New York, M[onthly] R[eview] Press [1968]",338.97291 B724,5,,  -  -    ,,The economic transformation of Cuba; a first-hand account.,,,
i10234226,"Cambridge, Mass., M.I.T. Press, 1961.",330.982 F487,1,,  -  -    ,,Social factors in economic development: the Argentine case.,,,
i1023424x,"New York, Cooper Square Publishers, 1963.",185 S865,4,,  -  -    ,,Aristotelianism.,,,
i10234251,"New York, Knopf, 1971.",301.243 D186,3,,  -  -    ,0394443861 $10.00,Science in American society; a social history [by] George H. Daniels.,X,,
i10234263,"New York, Harper [1960]",330.973 F855P,1,,  -  -    ,,Postwar economic trends in the United States.,X,,
i10234305,"Cambridge, Harvard University Press, 1966.",339.4 H844,13,,  -  -    ,,"Consumer demand in the United States, 1929-1970; analyses and projections, by H.S. Houthakker and Lester D. Taylor.",,,
i10234329,"Chicago, Regnery, 1961.",338.973 F411,1,,  -  -    ,,Prosperity through freedom.,X,,
i10234378,"New York, F.A. Praeger [1964]",338.98 U79,1,,  -  -    ,,The challenge of development in Latin America [by] Victor L. Urquidi. Translated from the Spanish by Marjory M. Urquidi. Foreword by Frank Tannenbaum.,,,
i10234457,"New York, Random House [1963]",330.973 B363,0,,  -  -    ,,The paper economy.,,,
i10234469,"Toronto, New York, McGraw-Hill [1964]",339 H926,1,,  -  -    ,,"War on poverty, by Hubert H. Humphrey.",,,
i10234470,"New York, Holt, Rinehart and Winston [1962]",390.0954 B366,3,,  -  -    ,,Gopalpur; a south Indian village.,,,
i10234482,"New York, Holt, Rinehart and Winston [1962]",390.0954 B366,0,,  -  -    ,,Gopalpur; a south Indian village.,,,
i10234548,"Cambridge [Eng.] University Press, 1956.",481.7 V467,2,,  -  -    ,,"Documents in Mycenaean Greek; three hundred selected tablets from Knossos, Pylos, and Mycenae with commentary and vocabulary by Michael Ventris and John Chadwick. With a foreword by Alan J.B. Wace.",,,
i1023455x,"Chicago, Scott, Foresman [1965]",512.897 C952,1,,  -  -    ,,Linear algebra [by] Ralph Crouch and David Beckman.,,,
i10234597,[New York] Reinhold Pub. Corp. [1962],371.33 H813B,2,,  -  -    ,,Bulletin boards.,,,
i10234603,[New York] Reinhold Pub. Corp. [1962],371.33 H813B,0,,  -  -    ,,Bulletin boards.,,,
i10234615,"London, Macmillan and Co., limited, 1911.",292 F789R,6,,  -  -    ,,"The religious experience of the Roman people, from the earliest times to the age of Augustus; the Gifford lectures for 1909-10, delivered in Edinburgh University by W. Warde Fowler ...",,,
i10234688,"Baton Rouge, Louisiana State University Press, 1965.",301.451 N535,1,,  -  -    ,,"Jim Crow's defense; anti-Negro thought in America, 1900-1930 [by] I. A. Newby.",,,
i10234809,"Chicago, H. Regnery Co., 1964.",330.973 D247,1,,  -  -    ,,The U.S. economy.,,,
i10234871,"Belmont, Calif., Wadsworth Pub. Co. [1966]",301.441 M648,0,,  -  -    ,,"Poverty American style, edited by Herman P. Miller.",,,
i10234883,"New York, The Twentieth Century Fund, 1946.",330.973 C487F,0,,  -  -    ,,For this we fought; guide lines to America's future as reported to the Twentieth Century Fund by Stuart Chase.,,,
i10234895,[New York] National Bureau of Economic Research [1953],339.373 K97S,0,,  -  -    ,,Shares of upper income groups in income and savings [by] Simon Kuznets assisted by Elizabeth Jenks.,,,
i10234901,"New York, Viking Press [1964]",338.973 P624,0,,  -  -    ,,Insuring full employment; a United States policy for domestic prosperity and world development. Foreword by Hubert H. Humphrey.,,,
i10234913,[Cambridge] Technology Press of Massachusetts Institute of Technology [1956],330.9 M511S,0,,  -  -    ,,Science and economic development: new patterns of living.,,,
i10234925,[Cambridge] Technology Press of Massachusetts Institute of Technology [1956],330.9 M511S,6,,  -  -    ,,Science and economic development: new patterns of living.,,,
i10234937,"Cambridge, Harvard University Press, 1964.",330.972 V542,0,,  -  -    ,,Public policy and private enterprise in Mexico. Studies by Miguel S. Wionczek [and others],X,,
i10234949,"Englewood Cliffs, N.J., Prentice-Hall [1962]",301.243 A512,5,,  -  -    ,,Automation and technological change. [Edited by John T. Dunlop],,,
i10234962,"Berkeley, University of California Press, 1965.",330.981 F992,5,,  -  -    ,,Diagnosis of the Brazilian crisis. Translated by Suzette Macedo.,,,
i10234986,"Boston, Little, Brown [1961]",309.22 M654,1,,  -  -    ,,"The emerging nations: their growth and United States policy, edited by Max F. Millikan and Donald L. M. Blackmer. [Authors: Francis M. Bator and others. A study from the Center for International Studies, Massachusetts Institute of Technology]",,,
i10234998,"Boston, Little, Brown [1961]",309.22 M654,0,,  -  -    ,,"The emerging nations: their growth and United States policy, edited by Max F. Millikan and Donald L. M. Blackmer. [Authors: Francis M. Bator and others. A study from the Center for International Studies, Massachusetts Institute of Technology]",,,
i10235012,"New York, Twentieth Century Fund, 1959.",330.904 H789E,1,,  -  -    ,,"The economy, liberty, and the state.",X,,
i10235139,"San Francisco, Jossey-Bass, 1967.",616.8917 B974,4,,  -  -    ,,Modern humanistic psychotherapy.,,,
i10235140,"New York, Monthly Review Press [1965]",309.23 D662,0,,  -  -    ,,A new world in the making. Translated from the Italian by R. Munroe.,,,
i10235164,"Princeton [N.J.] Princeton University Press, 1961.",338.01 K33,3,,  -  -    ,,"Productivity trends in the United States, by John W. Kendrick, assisted by Maude R. Pech. A study by the National Bureau of Economic Research, New York.",,,
i10235206,"New York, Basic Books [1966]",362.7 S374,4,,  -  -    ,,Poor kids; a report on children in poverty Alvin L. Schorr.,,,
i10235218,"New York, Basic Books [1966]",312.0942 W954,,,  -  -    ,,"An introduction to English historical demography from the sixteenth to the nineteenth century [by] D.E.C. Eversley, Peter Laslett, and E.A. Wrigley, with contributions by W.A. Armstrong and Lynda Ovenall. Editor: E.A. Wrigley.",,,
i10235322,"Chicago, University of Chicago Press [1967]",301.44 R917,0,,  -  -    ,,The modernity of tradition; political development in India [by] Lloyd L. Rudolph [and] Susanne Hoeber Rudolph.,,,
